SAT,GPA,Projects,Community,Income,Perf,Pred
1200,2.8,2,0,46200,Medium,Medium
1340,2.98,1,0,48300,Low,Low
1190,2.96,1,10,43100,Medium,Medium
1220,2.48,0,5,39300,Low,Low
1200,3.08,0,5,36300,Low,Low
1240,2.58,1,5,46200,Medium,Medium
1150,3.49,1,10,53900,Medium,Medium
1190,2.57,2,15,62100,High,High
1050,3.03,1,0,40400,Medium,Medium
1130,2.92,0,5,48300,Low,Low
1210,3.01,1,5,58600,Medium,Medium
1100,2.76,1,0,46500,Medium,Medium
1310,3.25,1,0,58000,Low,Medium
1260,3.13,1,0,60800,Low,Low
1280,2.26,4,0,41000,Medium,Medium
1210,3.05,2,5,31400,Medium,Medium
1240,2.8,0,0,43100,Medium,Medium
1080,2.4,0,0,41200,Low,Low
1230,2.95,0,10,41700,Medium,Medium
1250,2.06,2,5,42600,Medium,Low
1250,2.6,0,5,69600,High,High
1260,2.37,0,10,42500,Low,High
1160,2.56,2,10,45500,Low,Low
1300,2.96,0,0,19800,Medium,Medium
1260,3.17,1,5,56400,Medium,Medium
1310,2.62,2,0,34000,Medium,Medium
1330,2.75,0,5,29800,Low,High
1000,3.19,1,5,41200,Low,High
1150,3.12,1,0,61400,Medium,Medium
1220,2.96,1,0,47300,Medium,High
1100,3.1,0,10,52200,Low,Low
1220,3.29,3,0,38400,High,High
1250,2.44,3,0,33800,Medium,Medium
1290,2.63,0,0,43300,High,High
1190,2.93,0,0,20500,Low,High
1190,2.75,0,10,43100,Medium,Medium
1190,2.67,1,10,39200,Medium,High
1170,2.87,1,5,34000,Low,High
1020,3.05,0,5,48300,Low,Low
1120,2.61,1,5,66500,Medium,Medium
1110,2.62,0,5,51200,Medium,Medium
1310,3.03,0,0,41100,Low,Low
1140,2.84,1,5,41100,Medium,Medium
1180,2.77,0,0,36500,Low,Low
1240,2.69,0,5,41700,Low,Low
1290,3.38,0,5,34600,Low,Low
1310,2.93,1,0,57100,Low,Low
1010,2.27,0,0,55700,Medium,Medium
1090,2.43,1,10,31900,Low,Low
1180,3.06,2,15,41000,Medium,Medium
1450,2.98,0,0,68400,High,High
1120,2.81,0,0,47400,Low,Low
1110,3.04,2,0,44700,Medium,Medium
1110,2.52,2,15,41100,Medium,High
1190,2.88,1,0,27400,Medium,Medium
1230,2.97,2,0,46000,High,High
1240,2.91,0,10,52300,Medium,Medium
1220,2.5,2,0,28900,High,High
1290,2.62,1,5,66700,Medium,Medium
1160,3.14,1,5,63700,Low,High
1200,2.52,0,15,51200,Low,Low
1340,3.1,0,0,57900,Medium,Medium
1230,2.75,0,10,49900,Low,Low
1310,2.37,0,5,47600,Low,High
1160,2.85,1,5,35700,Medium,Medium
1090,2.61,1,0,35400,Low,Low
1080,2.33,3,0,30000,High,High
1160,3.03,2,20,43800,High,High
1160,2.73,0,10,39500,Medium,Medium
1050,2.87,0,15,31700,Medium,High
1110,3.39,1,15,59400,Medium,Medium
1340,2.24,3,0,52000,Medium,Medium
1430,2.48,2,5,36400,Medium,Medium
1030,3.08,1,5,43400,Medium,Medium
1060,2.99,0,10,68000,Medium,Medium
1220,3.09,4,0,60800,High,High
1190,2.73,0,5,49500,High,High
1180,2.66,1,0,37600,Medium,Medium
1010,2.47,1,10,44700,Low,Low
1170,3.01,0,5,50400,Low,Low
1080,2.78,1,5,40000,Medium,Medium
1390,3.11,1,5,51500,Low,Low
1280,2.83,1,5,56700,Medium,Medium
1070,2.77,0,5,59100,Medium,Medium
1110,3.22,1,0,33400,Medium,Medium
1290,2.74,1,0,42000,Medium,High
1350,3.19,0,5,27900,Medium,Medium
1240,2.66,1,0,47700,Medium,Medium
1160,2.42,3,0,33800,Low,Low
970,2.89,1,0,50100,High,High
1220,2.87,0,5,43400,High,High
1050,2.76,2,0,53800,Low,Low
1090,2.67,0,0,40600,Medium,Medium
1200,2.46,1,0,53200,Low,Low
1240,2.73,2,0,51500,Medium,Medium
1140,2.91,0,0,37500,Medium,Medium
1260,2.57,1,10,34000,Low,Low
1200,2.48,0,5,49000,High,High
1070,2.88,2,5,46900,Low,Low
1140,3.07,0,0,47400,Medium,Medium
1250,2.54,0,0,54300,Low,Low
1290,2.36,0,15,56300,Medium,Medium
1200,2.47,0,5,50300,Low,Low
1080,2.68,1,10,52200,Medium,Medium
1080,2.91,0,0,38100,Medium,Medium
1250,2.37,2,0,47600,Medium,Medium
1110,3.01,0,5,27700,Medium,Medium
1140,2.65,3,0,55000,Medium,Medium
1250,3.26,1,5,23900,Medium,Medium
1320,3.04,1,5,51400,Low,Low
1110,2.69,2,5,48800,Medium,Medium
1270,2.59,0,0,30700,Medium,Low
1080,2.67,2,10,51700,High,Medium
1200,2.78,4,10,45300,High,High
1050,2.82,1,10,41300,Medium,Medium
980,3.42,0,0,45800,Medium,Medium
1310,2.69,1,0,33900,Medium,Medium
1140,3,2,5,42700,High,High
1150,2.8,0,0,20700,Medium,Medium
1080,2.58,0,5,57700,Low,Medium
1110,2.71,0,10,40000,Medium,Medium
1060,2.63,0,0,42300,Medium,Medium
1180,3.23,0,5,38800,Medium,Medium
1210,2.77,1,0,31500,Medium,Medium
1340,2.68,1,10,65600,Medium,Medium
1220,3.23,1,0,51100,High,High
1090,2.29,3,5,49400,Low,Low
1160,2.45,0,5,38100,Low,Low
1340,2.42,3,0,27700,Low,Low
1170,2.25,2,5,61100,Medium,High
1330,2.64,0,10,37900,High,High
1120,2.5,0,15,50600,Low,Low
1420,2.42,0,0,46000,Low,Medium
1090,3.35,1,5,53600,High,High
1200,2.92,0,15,69200,High,High
1230,3.01,0,10,52800,Medium,Medium
1290,3.53,0,5,57300,Low,Low
1290,2.71,0,0,60600,Low,Low
1390,2.49,2,10,41100,Low,Low
1130,2.94,1,10,45400,Medium,Medium
1180,3.42,0,5,53500,Low,Low
1280,2.54,1,10,32500,Medium,High
1290,1.98,1,5,38500,Low,Low
1200,2.39,2,0,51200,Medium,Low
1230,2.43,0,5,51300,Low,Low
1020,2.95,3,0,60700,Medium,Medium
1250,2.43,0,15,47400,Low,Low
1260,2.23,0,10,65200,Medium,Medium
1370,2.62,2,5,49000,Low,Low
1180,2.52,1,5,37500,Low,Low
1230,2.85,3,15,53500,Low,Low
1120,2.79,3,0,39800,Low,Low
1070,2.85,2,0,15300,Low,High
1150,2.7,0,15,64600,Medium,Medium
1110,2.95,0,15,40100,High,High
1080,2.82,0,0,56600,Medium,Low
1290,2.75,1,0,28500,Medium,Medium
1120,2.9,0,0,31400,Medium,Medium
1230,2.35,0,0,44200,Low,Low
1240,2.59,1,10,55700,Medium,Medium
1250,2.14,1,5,45900,Low,Low
1150,2.9,3,0,50900,Low,Low
1240,2.28,0,15,50700,Medium,Medium
1090,2.67,0,0,41300,Medium,Medium
1320,3.06,0,5,21500,Low,Low
1240,2.7,3,5,34500,Medium,Medium
1000,2.68,0,0,43100,Medium,Medium
1010,2.05,0,0,50700,Medium,Medium
1250,3.28,0,0,51800,Low,Low
1320,2.72,0,0,29400,High,High
1210,2.74,0,0,44700,Low,Low
1050,2.81,2,0,38300,Medium,Medium
1160,3.29,2,0,36300,Low,Low
1150,2.88,2,15,52700,Low,Low
1280,2.04,2,5,45000,Low,Low
1190,2.59,0,5,42100,Medium,Medium
1120,1.9,0,0,30400,Low,High
1270,2.41,1,5,57700,Medium,Medium
1280,2.89,0,5,46800,Low,Low
1020,2.87,0,0,52900,Low,High
1220,2.14,1,5,53500,Low,Low
1100,3.36,1,0,47500,Medium,Medium
1060,2.94,0,0,43600,Medium,Low
1100,2.89,2,0,50900,Medium,Medium
1250,2.74,0,5,50600,Medium,Medium
1150,3.08,1,15,53400,Low,Low
1230,2.84,0,0,27900,Medium,Medium
1080,2.58,1,15,53100,High,High
1100,2.52,4,10,54300,High,High
1200,2.21,2,0,39300,Medium,Medium
1110,3.15,2,5,43100,Medium,Medium
1140,2.6,1,10,44800,Medium,Medium
1260,2.78,1,5,47500,Medium,Medium
1270,2.8,2,15,54800,Medium,Medium
1180,2.93,4,15,40400,High,High
1210,3.04,0,5,50200,Low,Low
1220,2.64,1,0,29300,Medium,Low
1240,2.98,0,0,31600,Medium,Medium
1190,2.84,3,0,47100,Medium,Medium
1180,2.51,1,0,47600,Medium,Medium
1090,2.57,1,10,56200,High,Low
1230,2.66,2,10,57000,Medium,Medium
1030,2.56,0,10,56900,Low,High
1210,2.7,1,0,26800,Low,Low
1210,2.8,0,0,47100,Medium,Medium
1210,2.61,2,15,60500,Low,Low
1280,2.23,2,5,51800,Low,Low
1300,2.54,1,15,66400,High,High
1260,3.32,2,15,36500,Low,High
1250,3.22,2,5,45400,Medium,Medium
1200,2.88,1,5,66600,Medium,Medium
1030,2.91,0,10,55000,Low,Low
1310,2.38,1,0,54600,Low,Low
1110,2.71,0,5,29700,Low,Low
1280,3.31,2,5,40200,Low,Low
1160,2.79,2,10,39800,Medium,Medium
1020,2.8,2,0,34000,Medium,Medium
1030,2.47,2,0,42900,Medium,High
1300,2.43,0,10,56700,Low,Low
1180,2.34,3,0,32200,High,High
1170,2.65,2,10,47800,Medium,Low
1160,2.97,1,0,44400,Medium,Medium
1260,2.66,0,0,30200,High,High
1120,3.04,4,0,48400,High,Low
1130,2.35,3,10,56800,Medium,Medium
1170,2.94,0,0,51100,Medium,Medium
1330,2.62,4,15,36500,High,High
1210,3.08,1,5,47300,Low,Low
1170,3.2,3,0,41700,High,High
1170,2.71,0,10,51600,Medium,Medium
1170,2.53,0,10,45800,Low,High
1090,2.15,0,5,48600,Low,Low
1210,2.66,0,5,58500,Low,Low
1220,2.31,0,0,51700,Low,Low
1270,2.42,0,5,53900,Low,Low
1240,2.92,1,5,47500,Low,High
1200,2.95,0,0,38900,High,High
1150,2.8,4,0,55500,High,High
1090,2.55,0,0,52100,Medium,Medium
1030,2.98,2,5,52600,Medium,Medium
1220,3.03,3,0,59200,High,High
1360,2.38,1,0,40100,Medium,Medium
1270,2.81,1,0,45300,Medium,Medium
1140,3.27,2,5,55900,Medium,Medium
1240,2.75,0,0,61800,Medium,Medium
1430,2.45,1,0,39200,Low,Low
1160,3.54,1,0,29600,Low,Low
1260,2.73,2,0,40600,Medium,Medium
1270,2.51,2,0,52900,Medium,Medium
990,2.81,0,0,55800,Low,Low
1230,3.24,1,10,55000,Medium,Medium
1270,2.65,0,5,54600,Medium,Medium
940,2.32,1,0,52200,Low,Medium
1180,3.06,0,5,53100,Medium,Medium
1230,3.19,1,0,41700,Medium,Medium
1110,3.11,1,5,62700,Medium,Medium
1170,3.03,2,5,48000,Medium,Medium
1270,3.35,0,5,33300,High,High
1040,3.11,2,0,39400,Low,Low
1160,2.92,0,0,45500,Medium,Medium
1340,2.4,0,5,48700,Low,Low
980,2.29,0,0,68900,Medium,Medium
1230,2.87,1,5,46700,Low,Low
1070,2.7,0,0,35900,Medium,Medium
1230,2.78,0,10,26700,Medium,Medium
1150,2.34,1,5,42200,Low,Low
1220,2.94,0,10,37000,Medium,Medium
1080,2.98,2,5,29900,Low,Low
1270,2.95,1,20,50100,Low,Low
1160,3.2,2,5,46900,Low,Low
1240,2.59,2,0,45400,Low,High
1080,2.43,1,0,57700,Low,Low
1230,2.39,0,0,51400,Low,Low
1110,2.5,0,0,40300,Medium,Medium
1080,3.27,2,0,39800,Medium,Medium
1230,2.4,0,5,35600,Low,Low
1000,2.66,1,0,45600,Medium,Medium
1290,3.01,3,10,47400,High,Low
1130,3.51,1,10,50800,Low,High
1330,2.46,2,0,37800,Medium,Medium
1050,2.8,0,5,46300,High,High
1140,3.22,1,10,49200,High,High
1120,2.9,0,5,54200,Medium,High
1080,2.71,0,0,46800,Medium,Medium
1240,2.91,0,0,51200,Medium,Medium
1120,2.65,4,5,39800,High,High
1210,2.73,0,10,41100,Low,Low
1090,3.15,0,0,44000,Medium,Medium
1350,2.9,0,0,42900,Low,Low
1200,2.89,2,20,38800,Medium,Medium
1200,2.68,1,20,38600,Medium,Medium
1190,2.77,1,5,48700,Medium,Medium
1160,2.95,1,5,50000,Medium,Medium
1250,2.67,1,10,56000,Medium,Medium
1310,3.05,2,20,38400,Low,Low
1240,3.07,2,0,53100,Low,Low
1210,2.96,1,0,62400,High,High
1210,2.84,0,10,60600,Low,Low
1120,2.93,0,5,55900,Medium,Medium
1200,3.05,0,15,46100,Low,Low
1050,2.37,0,5,38000,Low,High
1070,2.38,0,5,21900,Medium,Medium
1400,2.68,1,20,38400,Medium,High
1180,3.33,0,5,55900,Medium,Medium
1130,2.48,1,0,46200,Medium,Medium
1190,2.72,2,10,57100,Low,Low
1300,2.62,0,15,45500,Low,Low
1120,2.98,3,5,52200,Low,Low
1060,2.52,2,0,51100,Medium,Medium
1350,2.54,1,5,41400,Medium,Medium
1430,2.89,0,0,42600,High,High
1170,2.93,2,10,48700,Low,High
1290,2.77,0,0,55900,Medium,Medium
1170,2.99,0,0,48300,Medium,Medium
1100,2.26,1,0,44900,Low,Low
1200,2.74,1,5,46600,Low,Low
1230,3.17,1,5,58200,Medium,Medium
1050,2.83,0,5,58600,Medium,Medium
1240,2.75,1,0,43900,Low,Low
1130,2.94,0,15,62700,Medium,Medium
1260,2.7,1,10,45700,Low,Low
1260,3.14,3,0,50500,High,High
1140,3.34,0,10,48100,Medium,Medium
1070,2.63,3,5,52300,Medium,Medium
1190,3.19,0,0,40800,Low,Low
1210,2.64,2,0,26600,Medium,Medium
1290,2.56,1,10,44800,Low,Low
1090,2.39,0,10,31000,Low,Low
1240,3.03,2,10,58000,Low,Low
1290,2.75,1,15,26600,Low,Low
1230,3.02,0,5,40800,Low,Low
1200,2.3,2,5,45300,Medium,Medium
1070,2.83,1,20,42400,Medium,Medium
1030,3.19,3,5,37600,High,Low
1020,2.58,1,5,47100,Medium,Medium
1120,2.6,1,0,37800,Low,High
1160,2.45,2,0,54400,Low,Low
1190,2.97,0,0,55800,Medium,Medium
1010,2.6,2,15,63300,Medium,Medium
1270,2.7,2,0,38300,Medium,Medium
1080,2.97,1,0,59800,Medium,Medium
1190,2.71,3,0,54400,Medium,Low
1340,2.58,2,15,48700,Medium,Medium
1110,2.88,2,20,38600,Medium,Low
1030,2.99,1,15,52700,Medium,Medium
1120,2.58,1,10,71700,Medium,Medium
1330,2.95,0,5,38600,Medium,Medium
1190,2.83,1,10,51700,Medium,Medium
1040,2.88,2,10,54100,High,High
1370,3.23,0,5,46500,Medium,Medium
1150,1.96,1,15,41900,Low,Low
1250,2.84,0,0,53300,Medium,Low
1190,2.79,1,5,50100,Low,High
1140,2.65,0,10,43800,Medium,High
1170,2.9,2,0,47600,Medium,Medium
1450,2.4,0,0,42000,Low,Low
1150,2.24,1,0,43400,Medium,Medium
1280,2.24,1,10,40300,Low,High
1070,3.22,2,0,41800,Medium,Medium
1330,2.69,1,0,60500,Medium,Medium
1220,2.63,1,5,48400,Low,Low
1320,2.55,0,5,49400,Low,Low
1040,2.94,1,0,58100,High,High
1240,2.76,0,15,38400,Medium,Medium
1160,2.63,0,5,47900,Low,Low
1210,2.66,0,10,57400,Medium,Medium
1080,2.53,0,0,39400,Low,Low
1370,2.82,0,0,51900,Medium,Medium
1140,3.19,0,10,48800,Medium,Medium
1220,2.89,2,5,43200,Low,Low
1190,2.74,0,15,43300,Low,Low
1170,2.74,2,0,59200,Medium,Medium
1180,2.28,2,10,47000,Medium,Medium
1350,2.83,1,0,35500,Medium,Medium
1180,2.83,3,0,36700,Medium,Medium
1010,3.21,1,5,68700,Medium,Medium
1090,3.04,0,10,52800,Low,Low
1270,2.57,0,0,47500,Low,Low
1100,2.77,1,5,42300,Medium,Low
1230,3,0,5,51200,Medium,Medium
1130,2.48,0,5,57900,Low,Low
1150,3.39,0,0,57100,Low,Low
1090,2.76,0,5,29700,Medium,Medium
1260,2.51,1,5,35600,Low,Low
1370,2.63,2,0,36400,Low,Low
1040,2.72,0,0,56300,Low,Low
1090,2.89,2,15,38300,Medium,Medium
1180,2.92,1,10,47200,Medium,Medium
1270,2.97,2,0,54800,Medium,Low
1330,2.89,1,10,37200,Medium,Medium
1310,2.68,1,5,41000,Medium,Medium
1360,2.69,1,0,41400,Low,Low
1090,2.87,3,5,42200,Medium,Medium
1120,2.22,0,10,32200,Low,Medium
1270,2.55,3,5,52200,High,High
1320,2.42,0,5,50700,Medium,Medium
1260,2.9,1,0,42800,Medium,High
1120,2.85,1,10,53100,Medium,Medium
1260,2.12,1,0,45700,Low,Low
1040,2.9,1,0,40400,Medium,High
1100,2.49,0,0,45400,Low,Low
1090,2.66,0,0,33600,Medium,Medium
1110,2.76,0,5,36700,Medium,Medium
1130,2.55,3,5,53100,Medium,High
1340,2.67,3,0,60200,Medium,Medium
1170,2.09,1,0,44400,Low,Low
1280,3.17,0,0,35800,Medium,Medium
1250,3.07,0,0,64600,High,High
1220,3.14,3,15,59100,High,Medium
1210,2.54,2,0,41200,Low,Low
1350,2.45,1,0,55100,Low,Low
1180,3.54,1,5,51400,Medium,Medium
1110,3.26,1,10,51600,Medium,Low
1220,2.71,1,0,49300,High,High
1190,2.37,2,5,55700,Low,Low
1170,2.81,2,5,48600,Medium,Low
1380,3.09,0,0,56000,Medium,Medium
1230,2.48,1,0,54700,Medium,Low
1230,2.36,1,5,43000,Low,Low
1270,3.14,0,0,34300,Medium,Medium
1330,2.28,2,5,45400,Low,Medium
1080,2.88,1,0,40200,Medium,Medium
1090,2.93,1,5,30000,Low,Low
1240,2.42,1,15,43100,Medium,Medium
1190,3.18,0,5,66800,Medium,Medium
1110,2.88,2,0,37800,Medium,Medium
1240,2.45,1,5,51600,Low,Low
1260,3,1,10,43700,Low,Low
1170,2.58,2,5,40600,Medium,Medium
1210,3.28,1,5,45300,Medium,Medium
1150,3.42,0,5,49300,Medium,Medium
1260,3.08,2,0,62600,Medium,Medium
1210,2.67,1,5,45500,Medium,Medium
1160,2.95,1,10,26700,Medium,Medium
1070,2.29,2,0,47300,Low,Low
1190,3.29,0,5,42800,Medium,Medium
1470,2.66,0,10,46800,High,High
1040,2.44,0,5,49100,High,High
1260,2.34,0,5,57500,Low,Medium
1170,2.46,0,0,43200,Medium,Medium
1250,2.19,4,0,54800,Medium,Medium
1290,2.63,0,10,53500,Medium,Medium
1070,2.73,3,0,44000,Low,Low
1160,2.07,2,0,49600,Low,Low
1060,2.99,0,15,55000,Medium,Medium
1150,2.51,1,0,42300,Medium,High
1160,2.64,1,5,37600,Medium,Medium
1290,2.45,0,0,52500,Medium,Medium
1100,1.95,1,5,21900,Low,Low
1160,2.54,1,15,45900,High,High
1260,2.44,0,5,49800,Low,Low
1270,2.64,0,5,46600,Low,Low
1220,2.43,3,10,41100,Low,Low
1210,2.79,1,10,63100,Medium,Medium
1190,2.76,0,5,48400,Medium,Medium
1320,2.02,1,5,43900,High,High
1220,2.29,0,0,57000,Low,Low
1220,2.85,2,10,36300,High,High
1270,2.57,0,20,46200,Low,Low
1170,2.58,0,10,49200,Medium,Medium
1370,2.27,2,0,59700,Low,Low
1360,3.07,0,0,46700,Medium,High
1090,3.55,1,0,42500,Low,Low
1320,2.98,1,15,62200,Medium,Medium
1220,3,1,0,38600,High,Low
1170,2.57,1,5,48000,Medium,Medium
1180,3.06,0,5,45900,Medium,Medium
1280,2.93,1,10,72700,Low,Low
1310,3.11,0,0,53900,Low,Low
1260,2.86,4,5,48100,High,High
1190,2.72,4,0,63300,High,High
1040,1.95,0,10,48500,Low,Low
1300,2.22,0,10,47900,Low,Low
1210,2.65,0,5,55300,Medium,Medium
1250,2.58,1,0,51600,Medium,Medium
1160,2.8,3,5,28000,Medium,Medium
930,2.94,0,5,54500,High,High
1060,2.61,0,10,46800,Low,Low
1230,2.68,2,5,64800,Low,Low
1180,3.06,0,10,42800,Medium,Medium
950,2.65,1,10,48000,Low,Low
1210,3.32,3,5,46800,High,High
1330,2.25,2,0,43500,Low,Low
1280,2.85,3,5,55100,Medium,Medium
1230,2.78,1,10,40900,Low,Low
1260,2.18,2,10,48200,Medium,Low
1080,3.13,0,0,35700,Medium,Medium
1150,3.12,1,20,57300,Medium,Medium
1080,2.98,2,10,56800,High,High
1270,2.21,0,5,48000,Medium,Low
1060,2.71,1,0,47900,Low,Low
1350,2.56,0,0,37900,Medium,Medium
1380,2.51,2,0,56500,Medium,Low
1150,3.19,4,5,42400,High,High
1200,2.7,1,0,49800,Medium,High
1090,2.75,0,0,49700,High,High
1060,2.69,1,0,57300,Medium,Medium
1130,2.43,0,5,47400,Medium,Medium
1060,2.84,2,5,53900,Medium,Medium
1200,2.82,2,5,48500,Medium,Low
1140,2.28,0,0,37600,Low,High
1160,2.56,1,0,32600,Low,Low
1180,3.25,1,20,41700,Low,Low
1330,3.19,1,10,35300,Medium,Medium
1360,2.77,3,15,55900,Medium,Medium
1180,3,4,10,53500,High,High
990,2.75,2,10,28000,Low,Low
1170,2.6,0,5,35000,High,High
1210,2.47,2,10,40400,Low,Low
1330,3.4,0,5,47100,Low,Low
1320,3.15,2,10,39900,Low,Low
1240,3.18,3,0,44400,High,High
1290,2.66,3,15,59400,Medium,Medium
1200,2.65,1,10,60900,Medium,Medium
1240,2.28,3,0,54800,Medium,Medium
1130,2.54,0,5,53400,Medium,Medium
1140,2.23,0,0,45000,Low,Low
1310,3.33,2,5,42600,Low,Low
1150,2.78,0,5,40800,Medium,Medium
1210,2.2,2,0,42900,Medium,High
1180,2.79,0,0,43300,Medium,Medium
1320,2.9,1,15,44300,Medium,Medium
1350,2.82,0,0,35300,Medium,High
1090,2.62,1,20,51700,High,Low
980,2.56,2,15,52500,Low,Low
1290,3.25,1,5,40900,Medium,Medium
1180,2.53,3,15,52000,Low,Medium
1260,2.77,2,0,47200,Medium,Medium
1330,2.31,1,10,31600,Low,Low
1180,2.47,0,5,37400,Medium,Medium
1210,2.41,2,0,66500,Medium,Medium
1270,2.73,0,0,51400,Low,Low
1220,2.63,2,10,40500,Low,Low
1160,3.32,1,0,56700,Medium,High
1190,3.43,0,5,35600,Low,Low
1040,3.13,0,10,52000,Medium,Medium
1320,3.07,3,5,54500,High,High
1040,2.93,0,5,41500,Medium,Medium
1270,3.42,1,0,47500,Medium,Medium
1270,2.97,1,0,53900,Medium,Medium
1220,2.91,3,5,59900,Medium,Medium
1200,2.78,2,5,50500,High,High
1210,2.26,1,10,45000,High,High
1220,2.27,1,10,25700,Low,Low
1280,2.55,2,0,64900,Medium,Medium
1180,2.36,2,10,36100,Low,Low
1270,2.72,0,5,55500,Medium,Medium
1270,2.79,0,0,53700,Low,Low
1240,2.93,0,0,54500,Medium,Medium
1130,2.67,0,5,44800,Medium,Medium
1220,2.86,0,10,56400,Medium,Medium
1260,2.37,1,10,50700,Low,Medium
1320,2.89,1,0,43600,Medium,High
1030,2.15,1,10,35000,High,Medium
1090,2.83,0,10,39300,High,High
1190,3.36,1,10,41400,Medium,High
1130,3.26,2,5,38900,Medium,Medium
960,3.07,0,0,48700,Medium,High
1200,3.05,0,5,33900,High,High
1180,2.93,1,5,42000,Low,Low
1060,2.63,0,5,29700,Medium,Medium
1150,3.07,0,10,35400,High,High
1170,2.48,0,0,44700,Low,Medium
1200,2.53,0,0,47800,Medium,Medium
1220,2.72,0,0,48700,Low,Low
1390,3.06,0,20,45300,Low,Low
1300,2.77,0,15,58600,Medium,Medium
1290,2.56,0,5,36600,Low,High
1170,2.5,2,15,36200,Low,Low
1380,3.19,0,10,48400,Medium,Medium
1320,2.91,0,15,35100,Medium,Medium
1240,2.66,2,5,46300,Medium,Medium
1120,2.56,3,0,43500,Medium,Medium
1080,2.76,3,5,33900,Medium,Medium
1000,2.79,1,0,37500,Low,Low
1110,2.63,2,10,44300,Medium,Medium
1230,3.26,1,0,39000,Medium,Medium
1170,2.72,2,0,27000,Low,Low
1140,2.8,2,5,37000,Low,Low
1130,3.1,0,10,59000,Low,Low
1080,3.26,1,5,44000,High,Medium
1390,2.73,1,5,57700,Medium,Medium
1210,3.21,3,10,60000,High,High
1200,2.45,1,20,51800,Medium,Medium
1100,2.47,0,0,42700,Low,Low
1260,2.43,4,5,46800,Low,Low
1170,2.71,1,0,50800,Low,High
1180,2.83,2,5,57700,Medium,Medium
1190,2.64,3,10,29100,Low,Medium
1220,2.94,1,20,43900,Medium,Medium
980,2.54,0,5,49500,Medium,Medium
1100,2.68,2,5,57500,Low,Low
1230,2.82,2,5,47200,Low,Low
1210,2.62,1,5,44800,Medium,Medium
1250,2.85,0,5,39800,Medium,Medium
1230,2.84,0,5,31000,Low,Low
1200,2.67,0,0,52100,Medium,Medium
1330,2.44,0,10,43800,Low,Low
1350,2.31,1,5,41600,Low,Low
1150,3.02,0,0,46200,Low,Low
1230,2.75,0,0,36600,Medium,Low
1110,3.05,1,10,32200,Medium,Medium
1250,2.83,0,10,46100,Medium,Medium
1170,2.77,1,0,45500,Low,Low
1190,2.22,2,5,44200,Medium,Medium
1260,2.79,1,5,65700,Medium,Medium
1340,2.88,1,0,44700,Low,Low
1160,2.58,2,0,27300,Low,Low
1250,2.54,3,10,51300,Medium,Medium
1270,2.69,0,0,54900,Medium,Low
1400,2.95,2,10,43200,Medium,Medium
1040,2.69,3,15,57200,Medium,Medium
1110,2.65,2,5,43400,Medium,Medium
1100,2.78,3,5,49300,Medium,High
1150,2.88,3,5,58800,High,Medium
1130,2.89,0,5,47700,Medium,Medium
1270,3.12,0,10,40800,Medium,Medium
1040,3.01,2,0,54900,High,High
1280,2.37,0,10,23100,Low,Low
1170,2.75,3,10,58900,Medium,Medium
1210,3.01,0,0,59600,Medium,Medium
1120,3.05,2,5,53700,Medium,Low
1340,3.26,0,0,42300,Medium,Medium
1280,2.56,0,10,35300,Medium,Medium
1300,3.5,0,0,54200,Low,Low
1240,2.66,2,0,47200,Medium,Medium
1180,2.61,2,5,42500,High,High
1030,2.57,1,5,53500,Medium,Medium
1120,2.71,3,0,40000,Medium,Medium
1250,2.58,0,0,32900,Medium,Medium
1280,2.85,0,0,45200,Medium,Medium
1350,2.92,0,5,57000,Medium,Medium
1140,2.73,1,10,48800,Medium,Medium
1230,2.78,2,0,52900,Medium,Medium
1140,2.9,2,5,32900,Medium,Medium
1200,2.7,0,5,46900,Medium,Medium
1140,2.75,1,0,52900,Low,Low
1110,2.75,0,10,40300,Medium,Medium
1110,2.48,1,0,44000,Low,Low
1090,2.97,1,0,44600,Low,Low
1290,2.88,0,5,57700,Medium,Medium
1190,2.84,1,5,34900,Medium,Medium
1220,2.64,0,0,52200,Medium,Medium
1060,2.58,1,10,27800,Medium,Medium
1190,3.11,1,10,56700,Low,Medium
1260,2.33,4,10,46900,Low,High
1250,2.86,0,10,45100,Medium,Medium
1180,2.78,2,10,45100,Low,Low
1300,2.7,0,0,52500,Medium,Medium
1290,2.69,4,10,49300,High,High
1050,2.8,1,5,49600,Medium,Medium
1120,3.12,0,10,47500,High,High
1350,3.16,0,5,48500,Medium,Medium
1080,2.79,0,0,50400,Low,Low
1220,2.18,2,5,49800,Low,Low
1140,2.68,2,5,40700,Medium,High
1370,2.72,0,10,49000,High,High
1160,2.73,0,0,40700,Low,Low
1030,2.43,2,0,43700,Medium,Medium
1210,2.98,2,5,56900,Medium,Medium
1340,2.46,0,5,58100,Medium,Medium
1050,3.03,2,15,56300,Low,Low
1240,2.98,2,0,49100,Medium,Medium
1230,2.79,0,10,48200,High,High
1180,2.85,0,10,53100,Medium,Medium
1180,2.98,0,5,59200,Medium,Medium
1120,3.51,2,10,37600,Medium,Medium
970,2.57,0,5,36000,Low,Low
1260,2.69,1,15,36100,High,High
1380,2.6,2,0,59500,Medium,Medium
1310,2.67,2,10,49300,Low,Low
1080,2.4,0,15,42300,High,High
1040,2.79,1,0,56700,Medium,Medium
1290,2.61,2,10,30700,Medium,High
1220,3.03,0,10,40300,Medium,Medium
1250,2.74,0,0,45000,Medium,Medium
