Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,Avgwg
8102,STANDARD,CAMDEN,NJ,PRIMARY,39.93,-75.1,NA-US-NJ-CAMDEN,FALSE,2598,4388,54648280,21034.74981
8103,STANDARD,CAMDEN,NJ,PRIMARY,39.93,-75.1,NA-US-NJ-CAMDEN,FALSE,4834,8064,99149284,20510.81589
8104,STANDARD,CAMDEN,NJ,PRIMARY,39.93,-75.1,NA-US-NJ-CAMDEN,FALSE,8742,14926,179401345,20521.77362
8105,STANDARD,CAMDEN,NJ,PRIMARY,39.93,-75.1,NA-US-NJ-CAMDEN,FALSE,11376,20084,238301995,20947.78437
8106,STANDARD,AUDUBON,NJ,PRIMARY,39.88,-75.07,NA-US-NJ-AUDUBON,FALSE,5216,8646,225951888,43318.99693
8107,STANDARD,OAKLYN,NJ,PRIMARY,39.9,-75.08,NA-US-NJ-OAKLYN,FALSE,6591,10754,246208007,37355.18237
8108,STANDARD,COLLINGSWOOD,NJ,PRIMARY,39.91,-75.07,NA-US-NJ-COLLINGSWOOD,FALSE,9518,15534,455712754,47879.04539
8109,STANDARD,MERCHANTVILLE,NJ,PRIMARY,39.94,-75.05,NA-US-NJ-MERCHANTVILLE,FALSE,11311,19052,462750555,40911.55114
8110,STANDARD,PENNSAUKEN,NJ,PRIMARY,39.96,-75.05,NA-US-NJ-PENNSAUKEN,FALSE,9254,15836,284976156,30794.91636
8204,STANDARD,CAPE MAY,NJ,PRIMARY,38.94,-74.9,NA-US-NJ-CAPE MAY,FALSE,9338,15523,280743372,30064.61469
8210,STANDARD,CAPE MAY COURT HOUSE,NJ,PRIMARY,39.07,-74.82,NA-US-NJ-CAPE MAY COURT HOUSE,FALSE,7966,13739,290569755,36476.24341
8311,STANDARD,CEDARVILLE,NJ,PRIMARY,39.32,-75.2,NA-US-NJ-CEDARVILLE,FALSE,997,1831,35405636,35512.17252
8019,STANDARD,CHATSWORTH,NJ,PRIMARY,39.75,-74.46,NA-US-NJ-CHATSWORTH,FALSE,501,871,21987942,43888.10778
8002,STANDARD,CHERRY HILL,NJ,PRIMARY,39.9,-74.99,NA-US-NJ-CHERRY HILL,FALSE,11062,18807,502287509,45406.57286
8003,STANDARD,CHERRY HILL,NJ,PRIMARY,39.9,-74.99,NA-US-NJ-CHERRY HILL,FALSE,15101,27889,1105139645,73183.20939
8034,STANDARD,CHERRY HILL,NJ,PRIMARY,39.9,-74.99,NA-US-NJ-CHERRY HILL,FALSE,9382,16356,496016490,52868.95012
8020,STANDARD,CLARKSBORO,NJ,PRIMARY,39.8,-75.22,NA-US-NJ-CLARKSBORO,FALSE,1082,1925,53885604,49801.85213
8510,STANDARD,MILLSTONE TOWNSHIP,NJ,PRIMARY,40.19,-74.42,NA-US-NJ-MILLSTONE TOWNSHIP,FALSE,2252,4375,183321267,81403.75977
8312,STANDARD,CLAYTON,NJ,PRIMARY,39.65,-75.08,NA-US-NJ-CLAYTON,FALSE,3615,6392,151217243,41830.49599
8021,STANDARD,CLEMENTON,NJ,PRIMARY,39.8,-74.98,NA-US-NJ-CLEMENTON,FALSE,22635,37348,819258817,36194.33696
7721,STANDARD,CLIFFWOOD,NJ,PRIMARY,40.43,-74.23,NA-US-NJ-CLIFFWOOD,FALSE,1471,2549,69623693,47330.8586
7722,STANDARD,COLTS NECK,NJ,PRIMARY,40.28,-74.16,NA-US-NJ-COLTS NECK,FALSE,5005,9440,647724878,129415.56
8022,STANDARD,COLUMBUS,NJ,PRIMARY,40.06,-74.68,NA-US-NJ-COLUMBUS,FALSE,4558,8335,240529695,52770.88526
8511,STANDARD,COOKSTOWN,NJ,PRIMARY,40.04,-74.55,NA-US-NJ-COOKSTOWN,FALSE,515,897,20265813,39351.0932
8512,STANDARD,CRANBURY,NJ,PRIMARY,40.31,-74.51,NA-US-NJ-CRANBURY,FALSE,5483,9761,430075333,78437.95969
8514,STANDARD,CREAM RIDGE,NJ,PRIMARY,40.14,-74.49,NA-US-NJ-CREAM RIDGE,FALSE,2155,4004,129801904,60232.90209
8515,STANDARD,CHESTERFIELD,NJ,PRIMARY,40.15,-74.66,NA-US-NJ-CHESTERFIELD,FALSE,2138,4172,159716799,74703.83489
7723,STANDARD,DEAL,NJ,PRIMARY,40.24,-73.99,NA-US-NJ-DEAL,FALSE,535,875,38425444,71823.25981
8023,PO BOX,DEEPWATER,NJ,PRIMARY,39.62,-75.51,NA-US-NJ-DEEPWATER,FALSE,287,461,9458964,32958.06272
8317,STANDARD,DOROTHY,NJ,PRIMARY,39.4,-74.82,NA-US-NJ-DOROTHY,FALSE,630,1120,26642396,42289.51746
7724,STANDARD,EATONTOWN,NJ,PRIMARY,40.29,-74.05,NA-US-NJ-EATONTOWN,FALSE,11320,18937,601387585,53126.11175
8215,STANDARD,EGG HARBOR CITY,NJ,PRIMARY,39.56,-74.59,NA-US-NJ-EGG HARBOR CITY,FALSE,6515,11254,250307571,38420.19509
8318,STANDARD,ELMER,NJ,PRIMARY,39.59,-75.17,NA-US-NJ-ELMER,FALSE,6046,10908,266349535,44053.84304
7726,STANDARD,ENGLISHTOWN,NJ,PRIMARY,40.29,-74.36,NA-US-NJ-ENGLISHTOWN,FALSE,21395,39570,1469011742,68661.4509
8319,STANDARD,ESTELL MANOR,NJ,PRIMARY,39.35,-74.77,NA-US-NJ-ESTELL MANOR,FALSE,651,1187,30534901,46904.60983
7727,STANDARD,FARMINGDALE,NJ,PRIMARY,40.19,-74.17,NA-US-NJ-FARMINGDALE,FALSE,3435,6073,198721101,57851.84891
8518,STANDARD,FLORENCE,NJ,PRIMARY,40.11,-74.8,NA-US-NJ-FLORENCE,FALSE,2586,4285,108654049,42016.26025
8731,STANDARD,FORKED RIVER,NJ,PRIMARY,39.84,-74.19,NA-US-NJ-FORKED RIVER,FALSE,9914,17395,418258250,42188.64737
8322,STANDARD,FRANKLINVILLE,NJ,PRIMARY,39.61,-75.02,NA-US-NJ-FRANKLINVILLE,FALSE,5103,9278,237408763,46523.37115
7728,STANDARD,FREEHOLD,NJ,PRIMARY,40.25,-74.27,NA-US-NJ-FREEHOLD,FALSE,25848,46233,1518521257,58748.11424
8026,STANDARD,GIBBSBORO,NJ,PRIMARY,39.83,-74.96,NA-US-NJ-GIBBSBORO,FALSE,1183,2097,55239286,46694.24007
8027,STANDARD,GIBBSTOWN,NJ,PRIMARY,39.82,-75.27,NA-US-NJ-GIBBSTOWN,FALSE,2567,4419,106114189,41337.82197
8028,STANDARD,GLASSBORO,NJ,PRIMARY,39.7,-75.11,NA-US-NJ-GLASSBORO,FALSE,7778,13452,330389745,42477.46786
8029,STANDARD,GLENDORA,NJ,PRIMARY,39.84,-75.06,NA-US-NJ-GLENDORA,FALSE,2339,4040,93258747,39871.20436
8030,STANDARD,GLOUCESTER CITY,NJ,PRIMARY,39.89,-75.11,NA-US-NJ-GLOUCESTER CITY,FALSE,6232,10400,207563498,33306.08119
8323,STANDARD,GREENWICH,NJ,PRIMARY,39.39,-75.36,NA-US-NJ-GREENWICH,FALSE,387,690,16897908,43663.84496
8033,STANDARD,HADDONFIELD,NJ,PRIMARY,39.89,-75.03,NA-US-NJ-HADDONFIELD,FALSE,8374,14871,644899090,77012.07189
8035,STANDARD,HADDON HEIGHTS,NJ,PRIMARY,39.87,-75.06,NA-US-NJ-HADDON HEIGHTS,FALSE,3773,6656,214699239,56904.11847
8036,STANDARD,HAINESPORT,NJ,PRIMARY,39.98,-74.82,NA-US-NJ-HAINESPORT,FALSE,2976,5464,185404875,62300.0252
8037,STANDARD,HAMMONTON,NJ,PRIMARY,39.65,-74.77,NA-US-NJ-HAMMONTON,FALSE,11651,20771,470632686,40394.18814
7730,STANDARD,HAZLET,NJ,PRIMARY,40.42,-74.17,NA-US-NJ-HAZLET,FALSE,8551,15325,474567969,55498.53456
7732,STANDARD,HIGHLANDS,NJ,PRIMARY,40.4,-73.99,NA-US-NJ-HIGHLANDS,FALSE,2673,4081,131226150,49093.20988
8520,STANDARD,HIGHTSTOWN,NJ,PRIMARY,40.26,-74.52,NA-US-NJ-HIGHTSTOWN,FALSE,13496,24186,797080400,59060.492
7733,STANDARD,HOLMDEL,NJ,PRIMARY,40.37,-74.17,NA-US-NJ-HOLMDEL,FALSE,8311,15555,963943111,115984.0105
8525,STANDARD,HOPEWELL,NJ,PRIMARY,40.38,-74.76,NA-US-NJ-HOPEWELL,FALSE,2482,4389,198612067,80020.97784
7731,STANDARD,HOWELL,NJ,PRIMARY,40.14,-74.19,NA-US-NJ-HOWELL,FALSE,18895,35010,1045609155,55337.87536
8732,PO BOX,ISLAND HEIGHTS,NJ,PRIMARY,39.94,-74.14,NA-US-NJ-ISLAND HEIGHTS,FALSE,939,1563,42324176,45073.66986
8527,STANDARD,JACKSON,NJ,PRIMARY,40.1,-74.35,NA-US-NJ-JACKSON,FALSE,26034,47406,1344318520,51637.03311
8041,STANDARD,JOBSTOWN,NJ,PRIMARY,40.03,-74.68,NA-US-NJ-JOBSTOWN,FALSE,486,897,27643332,56879.28395
7734,STANDARD,KEANSBURG,NJ,PRIMARY,40.44,-74.13,NA-US-NJ-KEANSBURG,FALSE,6258,10496,236615606,37810.10003
7735,STANDARD,KEYPORT,NJ,PRIMARY,40.43,-74.2,NA-US-NJ-KEYPORT,FALSE,9717,16520,427883348,44034.51147
8528,STANDARD,KINGSTON,NJ,PRIMARY,40.37,-74.6,NA-US-NJ-KINGSTON,FALSE,266,431,13288429,49956.5
8043,STANDARD,VOORHEES,NJ,PRIMARY,39.84,-74.95,NA-US-NJ-VOORHEES,FALSE,14011,24732,952788085,68002.86097
8733,STANDARD,LAKEHURST,NJ,PRIMARY,40.01,-74.32,NA-US-NJ-LAKEHURST,FALSE,1419,2437,47944179,33787.30021
8759,STANDARD,MANCHESTER TOWNSHIP,NJ,PRIMARY,39.93,-74.39,NA-US-NJ-MANCHESTER TOWNSHIP,FALSE,18286,27892,316006931,17281.35902
8701,STANDARD,LAKEWOOD,NJ,PRIMARY,40.09,-74.21,NA-US-NJ-LAKEWOOD,FALSE,27123,52778,686479255,25309.85713
8530,STANDARD,LAMBERTVILLE,NJ,PRIMARY,40.36,-74.94,NA-US-NJ-LAMBERTVILLE,FALSE,3931,6511,257879296,65601.449
8326,STANDARD,LANDISVILLE,NJ,PRIMARY,39.52,-74.93,NA-US-NJ-LANDISVILLE,FALSE,792,1399,27040138,34141.58838
8734,STANDARD,LANOKA HARBOR,NJ,PRIMARY,39.86,-74.16,NA-US-NJ-LANOKA HARBOR,FALSE,3794,6888,178160349,46958.44729
8735,STANDARD,LAVALLETTE,NJ,PRIMARY,39.96,-74.06,NA-US-NJ-LAVALLETTE,FALSE,1815,2840,56371156,31058.48815
8045,STANDARD,LAWNSIDE,NJ,PRIMARY,39.86,-75.03,NA-US-NJ-LAWNSIDE,FALSE,1446,2342,48318325,33415.16252
8327,STANDARD,LEESBURG,NJ,PRIMARY,39.23,-75,NA-US-NJ-LEESBURG,FALSE,393,695,14236373,36224.86768
7737,STANDARD,LEONARDO,NJ,PRIMARY,40.41,-74.06,NA-US-NJ-LEONARDO,FALSE,2160,3808,130088176,60226.00741
7738,STANDARD,LINCROFT,NJ,PRIMARY,40.34,-74.12,NA-US-NJ-LINCROFT,FALSE,2895,5508,261682283,90391.11675
8221,STANDARD,LINWOOD,NJ,PRIMARY,39.34,-74.57,NA-US-NJ-LINWOOD,FALSE,3816,6768,232667653,60971.60718
7739,STANDARD,LITTLE SILVER,NJ,PRIMARY,40.33,-74.03,NA-US-NJ-LITTLE SILVER,FALSE,3044,5587,314283613,103246.9162
7740,STANDARD,LONG BRANCH,NJ,PRIMARY,40.29,-73.98,NA-US-NJ-LONG BRANCH,FALSE,12778,20885,484577401,37922.78925
8048,STANDARD,LUMBERTON,NJ,PRIMARY,39.96,-74.8,NA-US-NJ-LUMBERTON,FALSE,5833,10599,346631468,59425.93314
8049,STANDARD,MAGNOLIA,NJ,PRIMARY,39.85,-75.03,NA-US-NJ-MAGNOLIA,FALSE,2659,4500,101611414,38214.14592
8328,STANDARD,MALAGA,NJ,PRIMARY,39.57,-75.06,NA-US-NJ-MALAGA,FALSE,734,1263,28068162,38240.00272
8050,STANDARD,MANAHAWKIN,NJ,PRIMARY,39.69,-74.25,NA-US-NJ-MANAHAWKIN,FALSE,11798,20931,457590517,38785.43117
8736,STANDARD,MANASQUAN,NJ,PRIMARY,40.11,-74.03,NA-US-NJ-MANASQUAN,FALSE,6520,11328,413093039,63357.82807
8738,STANDARD,MANTOLOKING,NJ,PRIMARY,40.04,-74.04,NA-US-NJ-MANTOLOKING,FALSE,517,831,38716828,74887.48162
8051,STANDARD,MANTUA,NJ,PRIMARY,39.78,-75.17,NA-US-NJ-MANTUA,FALSE,5474,9204,262368742,47929.98575
8052,STANDARD,MAPLE SHADE,NJ,PRIMARY,39.95,-74.99,NA-US-NJ-MAPLE SHADE,FALSE,9877,15607,376208480,38089.34697
7746,STANDARD,MARLBORO,NJ,PRIMARY,40.31,-74.25,NA-US-NJ-MARLBORO,FALSE,8988,17313,727877282,80983.2312
8053,STANDARD,MARLTON,NJ,PRIMARY,39.9,-74.92,NA-US-NJ-MARLTON,FALSE,23252,40939,1384636340,59549.12868
8223,STANDARD,MARMORA,NJ,PRIMARY,39.26,-74.66,NA-US-NJ-MARMORA,FALSE,2303,3924,100047664,43442.32045
7747,STANDARD,MATAWAN,NJ,PRIMARY,40.41,-74.23,NA-US-NJ-MATAWAN,FALSE,15145,26986,970112026,64054.93734
8330,STANDARD,MAYS LANDING,NJ,PRIMARY,39.45,-74.72,NA-US-NJ-MAYS LANDING,FALSE,13833,23573,549207163,39702.67932
8055,STANDARD,MEDFORD,NJ,PRIMARY,39.86,-74.82,NA-US-NJ-MEDFORD,FALSE,13401,24851,975878915,72821.35027
8056,STANDARD,MICKLETON,NJ,PRIMARY,39.78,-75.25,NA-US-NJ-MICKLETON,FALSE,2037,4070,153832688,75519.2381
7748,STANDARD,MIDDLETOWN,NJ,PRIMARY,40.39,-74.11,NA-US-NJ-MIDDLETOWN,FALSE,13878,25426,994554539,71664.11147
8332,STANDARD,MILLVILLE,NJ,PRIMARY,39.39,-75.05,NA-US-NJ-MILLVILLE,FALSE,16897,29211,580728007,34368.70492
8340,STANDARD,MILMAY,NJ,PRIMARY,39.44,-74.86,NA-US-NJ-MILMAY,FALSE,433,794,20525876,47403.87067
8341,STANDARD,MINOTOLA,NJ,PRIMARY,39.51,-74.94,NA-US-NJ-MINOTOLA,FALSE,852,1436,26623377,31248.09507
7750,STANDARD,MONMOUTH BEACH,NJ,PRIMARY,40.33,-73.98,NA-US-NJ-MONMOUTH BEACH,FALSE,1827,3013,156890532,85873.30706
8343,STANDARD,MONROEVILLE,NJ,PRIMARY,39.64,-75.16,NA-US-NJ-MONROEVILLE,FALSE,2242,4132,108670385,48470.28769
8057,STANDARD,MOORESTOWN,NJ,PRIMARY,39.97,-74.94,NA-US-NJ-MOORESTOWN,FALSE,10033,18385,922187708,91915.44982
7751,STANDARD,MORGANVILLE,NJ,PRIMARY,40.36,-74.25,NA-US-NJ-MORGANVILLE,FALSE,9056,18058,854320255,94337.48399
8059,STANDARD,MOUNT EPHRAIM,NJ,PRIMARY,39.88,-75.09,NA-US-NJ-MOUNT EPHRAIM,FALSE,2858,4835,114847858,40184.69489
8060,STANDARD,MOUNT HOLLY,NJ,PRIMARY,39.99,-74.78,NA-US-NJ-MOUNT HOLLY,FALSE,12422,21570,576915574,46443.05056
8054,STANDARD,MOUNT LAUREL,NJ,PRIMARY,39.94,-74.9,NA-US-NJ-MOUNT LAUREL,FALSE,22524,38300,1361067606,60427.43767
8061,STANDARD,MOUNT ROYAL,NJ,PRIMARY,39.81,-75.2,NA-US-NJ-MOUNT ROYAL,FALSE,1235,2344,80556898,65228.25749
8062,STANDARD,MULLICA HILL,NJ,PRIMARY,39.73,-75.22,NA-US-NJ-MULLICA HILL,FALSE,6854,13484,506433867,73888.80464
8063,STANDARD,NATIONAL PARK,NJ,PRIMARY,39.86,-75.18,NA-US-NJ-NATIONAL PARK,FALSE,1597,2747,60197531,37694.13338
7753,STANDARD,NEPTUNE,NJ,PRIMARY,40.21,-74.08,NA-US-NJ-NEPTUNE,FALSE,19013,30970,778227131,40931.31705
7754,PO BOX,NEPTUNE,NJ,PRIMARY,40.21,-74.08,NA-US-NJ-NEPTUNE,FALSE,304,460,10882801,35798.6875
8533,STANDARD,NEW EGYPT,NJ,PRIMARY,40.06,-74.53,NA-US-NJ-NEW EGYPT,FALSE,3334,6225,178211266,53452.68926
8344,STANDARD,NEWFIELD,NJ,PRIMARY,39.54,-75.01,NA-US-NJ-NEWFIELD,FALSE,2917,5101,110871483,38008.73603
8224,PO BOX,NEW GRETNA,NJ,PRIMARY,39.71,-74.52,NA-US-NJ-NEW GRETNA,FALSE,358,606,12934518,36129.93855
8345,STANDARD,NEWPORT,NJ,PRIMARY,39.28,-75.16,NA-US-NJ-NEWPORT,FALSE,382,646,11641404,30474.87958
8346,STANDARD,NEWTONVILLE,NJ,PRIMARY,39.56,-74.85,NA-US-NJ-NEWTONVILLE,FALSE,419,717,13139452,31359.07399
8739,PO BOX,NORMANDY BEACH,NJ,PRIMARY,40,-74.06,NA-US-NJ-NORMANDY BEACH,FALSE,314,478,8976804,28588.54777
8225,STANDARD,NORTHFIELD,NJ,PRIMARY,39.37,-74.55,NA-US-NJ-NORTHFIELD,FALSE,4417,7758,202612573,45871.08286
7755,STANDARD,OAKHURST,NJ,PRIMARY,40.26,-74.02,NA-US-NJ-OAKHURST,FALSE,3417,6022,187280145,54808.35382
8226,STANDARD,OCEAN CITY,NJ,PRIMARY,39.26,-74.6,NA-US-NJ-OCEAN CITY,FALSE,6590,10270,225673230,34244.7997
8740,PO BOX,OCEAN GATE,NJ,PRIMARY,39.92,-74.13,NA-US-NJ-OCEAN GATE,FALSE,1013,1669,34989428,34540.40276
7756,STANDARD,OCEAN GROVE,NJ,PRIMARY,40.21,-74,NA-US-NJ-OCEAN GROVE,FALSE,1853,2503,77204931,41664.83055
7757,STANDARD,OCEANPORT,NJ,PRIMARY,40.31,-74.02,NA-US-NJ-OCEANPORT,FALSE,2920,5116,200857870,68786.94178
8230,STANDARD,OCEAN VIEW,NJ,PRIMARY,39.2,-74.71,NA-US-NJ-OCEAN VIEW,FALSE,3059,5385,131983732,43146.03857
8065,STANDARD,PALMYRA,NJ,PRIMARY,40,-75.03,NA-US-NJ-PALMYRA,FALSE,3939,6356,163157868,41421.13938
8066,STANDARD,PAULSBORO,NJ,PRIMARY,39.83,-75.24,NA-US-NJ-PAULSBORO,FALSE,3962,6356,122311828,30871.23372
8067,STANDARD,PEDRICKTOWN,NJ,PRIMARY,39.73,-75.4,NA-US-NJ-PEDRICKTOWN,FALSE,821,1451,35607626,43371.04263
8068,STANDARD,PEMBERTON,NJ,PRIMARY,39.97,-74.68,NA-US-NJ-PEMBERTON,FALSE,3295,5490,114712410,34814.08498
8534,STANDARD,PENNINGTON,NJ,PRIMARY,40.32,-74.79,NA-US-NJ-PENNINGTON,FALSE,6340,11939,641999400,101261.735
8069,STANDARD,PENNS GROVE,NJ,PRIMARY,39.72,-75.46,NA-US-NJ-PENNS GROVE,FALSE,6206,10482,201905191,32533.869
8070,STANDARD,PENNSVILLE,NJ,PRIMARY,39.65,-75.51,NA-US-NJ-PENNSVILLE,FALSE,6374,11154,266694161,41840.94148
8535,STANDARD,MILLSTONE TOWNSHIP,NJ,PRIMARY,40.21,-74.44,NA-US-NJ-MILLSTONE TOWNSHIP,FALSE,2348,4550,204951674,87287.76576
8741,STANDARD,PINE BEACH,NJ,PRIMARY,39.93,-74.17,NA-US-NJ-PINE BEACH,FALSE,1394,2458,63209855,45344.22884
8071,STANDARD,PITMAN,NJ,PRIMARY,39.73,-75.13,NA-US-NJ-PITMAN,FALSE,4842,8346,213265747,44044.97047
8536,STANDARD,PLAINSBORO,NJ,PRIMARY,40.33,-74.58,NA-US-NJ-PLAINSBORO,FALSE,9397,17344,753685514,80204.90731
8232,STANDARD,PLEASANTVILLE,NJ,PRIMARY,39.39,-74.51,NA-US-NJ-PLEASANTVILLE,FALSE,9587,16127,244445326,25497.58277
8234,STANDARD,EGG HARBOR TOWNSHIP,NJ,PRIMARY,39.41,-74.58,NA-US-NJ-EGG HARBOR TOWNSHIP,FALSE,21001,37623,919724508,43794.3197
8742,STANDARD,POINT PLEASANT BEACH,NJ,PRIMARY,40.09,-74.04,NA-US-NJ-POINT PLEASANT BEACH,FALSE,13143,22127,630089491,47941.07061
8240,PO BOX,POMONA,NJ,PRIMARY,39.46,-74.55,NA-US-NJ-POMONA,FALSE,447,707,16352562,36582.91275
7758,STANDARD,PORT MONMOUTH,NJ,PRIMARY,40.43,-74.09,NA-US-NJ-PORT MONMOUTH,FALSE,2491,4455,140544623,56420.96467
8349,STANDARD,PORT NORRIS,NJ,PRIMARY,39.24,-75.04,NA-US-NJ-PORT NORRIS,FALSE,903,1575,27747387,30728.00332
8241,STANDARD,PORT REPUBLIC,NJ,PRIMARY,39.53,-74.48,NA-US-NJ-PORT REPUBLIC,FALSE,632,1125,30646509,48491.31171
8540,STANDARD,PRINCETON,NJ,PRIMARY,40.35,-74.65,NA-US-NJ-PRINCETON,FALSE,21009,38222,,0
8542,STANDARD,PRINCETON,NJ,PRIMARY,40.35,-74.65,NA-US-NJ-PRINCETON,FALSE,1719,2592,101006757,58759.02094
8544,UNIQUE,PRINCETON,NJ,PRIMARY,40.35,-74.65,NA-US-NJ-PRINCETON,FALSE,909,940,12093727,13304.43014
8550,STANDARD,PRINCETON JUNCTION,NJ,PRIMARY,40.32,-74.62,NA-US-NJ-PRINCETON JUNCTION,FALSE,9279,18383,1151521117,124099.7001
7701,STANDARD,RED BANK,NJ,PRIMARY,40.34,-74.06,NA-US-NJ-RED BANK,FALSE,11709,19393,719451985,61444.35776
7702,STANDARD,SHREWSBURY,NJ,PRIMARY,40.32,-74.05,NA-US-NJ-SHREWSBURY,FALSE,1929,3546,156385959,81071
7703,STANDARD,FORT MONMOUTH,NJ,PRIMARY,40.31,-74.03,NA-US-NJ-FORT MONMOUTH,FALSE,444,664,17668032,39792.86486
7704,STANDARD,FAIR HAVEN,NJ,PRIMARY,40.36,-74.03,NA-US-NJ-FAIR HAVEN,FALSE,2790,5437,347236098,124457.3828
8350,STANDARD,RICHLAND,NJ,PRIMARY,39.48,-74.87,NA-US-NJ-RICHLAND,FALSE,399,690,14749817,36966.9599
8551,STANDARD,RINGOES,NJ,PRIMARY,40.44,-74.82,NA-US-NJ-RINGOES,FALSE,2841,5321,246103190,86625.55086
8242,STANDARD,RIO GRANDE,NJ,PRIMARY,39.02,-74.87,NA-US-NJ-RIO GRANDE,FALSE,1721,2795,43644573,25360.00755
8075,STANDARD,RIVERSIDE,NJ,PRIMARY,40.03,-74.95,NA-US-NJ-RIVERSIDE,FALSE,14165,24711,642668487,45370.17204
8077,STANDARD,RIVERTON,NJ,PRIMARY,40.01,-75.01,NA-US-NJ-RIVERTON,FALSE,9228,16482,480003099,52015.94051
8553,STANDARD,ROCKY HILL,NJ,PRIMARY,40.4,-74.63,NA-US-NJ-ROCKY HILL,FALSE,394,654,27540532,69899.82741
8554,STANDARD,ROEBLING,NJ,PRIMARY,40.11,-74.77,NA-US-NJ-ROEBLING,FALSE,1967,3341,81550704,41459.43264
8555,PO BOX,ROOSEVELT,NJ,PRIMARY,40.22,-74.47,NA-US-NJ-ROOSEVELT,FALSE,444,796,22653514,51021.42793
8352,PO BOX,ROSENHAYN,NJ,PRIMARY,39.47,-75.13,NA-US-NJ-ROSENHAYN,FALSE,536,959,17482416,32616.44776
7760,STANDARD,RUMSON,NJ,PRIMARY,40.36,-74,NA-US-NJ-RUMSON,FALSE,4749,8555,860405766,181176.1984
8078,STANDARD,RUNNEMEDE,NJ,PRIMARY,39.85,-75.07,NA-US-NJ-RUNNEMEDE,FALSE,4158,7017,155859784,37484.31554
8079,STANDARD,SALEM,NJ,PRIMARY,39.56,-75.47,NA-US-NJ-SALEM,FALSE,5220,8679,173809200,33296.78161
8750,STANDARD,SEA GIRT,NJ,PRIMARY,40.12,-74.03,NA-US-NJ-SEA GIRT,FALSE,2054,3480,175134188,85264.9406
8243,STANDARD,SEA ISLE CITY,NJ,PRIMARY,39.15,-74.69,NA-US-NJ-SEA ISLE CITY,FALSE,1288,2047,43862474,34054.71584
8751,STANDARD,SEASIDE HEIGHTS,NJ,PRIMARY,39.94,-74.07,NA-US-NJ-SEASIDE HEIGHTS,FALSE,2057,3094,62410887,30340.73262
8752,STANDARD,SEASIDE PARK,NJ,PRIMARY,39.79,-74.09,NA-US-NJ-SEASIDE PARK,FALSE,1284,1913,43646661,33992.72664
8080,STANDARD,SEWELL,NJ,PRIMARY,39.75,-75.09,NA-US-NJ-SEWELL,FALSE,18461,33729,1064070835,57638.85136
8353,PO BOX,SHILOH,NJ,PRIMARY,39.45,-75.29,NA-US-NJ-SHILOH,FALSE,348,593,12781419,36728.21552
8081,STANDARD,SICKLERVILLE,NJ,PRIMARY,39.73,-74.98,NA-US-NJ-SICKLERVILLE,FALSE,23063,41753,1155059884,50082.8116
8558,STANDARD,SKILLMAN,NJ,PRIMARY,40.41,-74.7,NA-US-NJ-SKILLMAN,FALSE,3140,6048,468109768,149079.5439
8083,STANDARD,SOMERDALE,NJ,PRIMARY,39.84,-75.02,NA-US-NJ-SOMERDALE,FALSE,4884,8321,203650802,41697.54341
8244,STANDARD,SOMERS POINT,NJ,PRIMARY,39.31,-74.6,NA-US-NJ-SOMERS POINT,FALSE,5834,9358,197811146,33906.60713
8031,STANDARD,BELLMAWR,NJ,PRIMARY,39.86,-75.09,NA-US-NJ-BELLMAWR,FALSE,5864,9879,207777290,35432.68929
7762,STANDARD,SPRING LAKE,NJ,PRIMARY,40.15,-74.02,NA-US-NJ-SPRING LAKE,FALSE,4733,7512,294822542,62290.83921
8559,STANDARD,STOCKTON,NJ,PRIMARY,40.4,-74.97,NA-US-NJ-STOCKTON,FALSE,2462,4355,186328449,75681.74208
8247,STANDARD,STONE HARBOR,NJ,PRIMARY,39.04,-74.76,NA-US-NJ-STONE HARBOR,FALSE,595,915,22498742,37813.01176
8084,STANDARD,STRATFORD,NJ,PRIMARY,39.82,-75.01,NA-US-NJ-STRATFORD,FALSE,3472,6077,145427776,41885.88018
8085,STANDARD,SWEDESBORO,NJ,PRIMARY,39.74,-75.31,NA-US-NJ-SWEDESBORO,FALSE,7960,15563,525150647,65973.69937
8086,STANDARD,THOROFARE,NJ,PRIMARY,39.85,-75.18,NA-US-NJ-THOROFARE,FALSE,4113,7031,201533148,48999.06346
8560,STANDARD,TITUSVILLE,NJ,PRIMARY,40.31,-74.86,NA-US-NJ-TITUSVILLE,FALSE,1798,3249,149374753,83078.28309
8753,STANDARD,TOMS RIVER,NJ,PRIMARY,39.95,-74.18,NA-US-NJ-TOMS RIVER,FALSE,31832,55159,1428879046,44888.13289
8754,PO BOX,TOMS RIVER,NJ,PRIMARY,39.95,-74.18,NA-US-NJ-TOMS RIVER,FALSE,450,640,13476044,29946.76444
8755,STANDARD,TOMS RIVER,NJ,PRIMARY,39.95,-74.18,NA-US-NJ-TOMS RIVER,FALSE,12311,21432,535504694,43498.06628
8757,STANDARD,TOMS RIVER,NJ,PRIMARY,39.95,-74.18,NA-US-NJ-TOMS RIVER,FALSE,17158,26967,357803711,20853.46258
8607,PO BOX,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,384,610,11667142,30383.18229
